"id","promotion","tri","nom","prenom","sexe","titre","notBefore","notAfter","authorKey","authorRef","ppn_position","ppn_these","an_these"
"188311","1883","gaillard","Gaillard","Joseph-Henri","1","Le Châtelet de Paris sous l’administration de Jean_de_Folleville, prévôt de Paris sous le règne de Charles_VI (1389-1401)","1389","1401","188311_gaillard","","","",""
"188312","1883","langlois","Langlois","Ernest","1","Le coronement Looys, chanson de geste du <abbr>xii<sup>e</sup></abbr> siècle","1100","1199","188312_langlois","","","",""
"188313","1883","lemercierdemoriere","Le Mercier De Moriere","Laurent","1","Introduction historique et diplomatique au catalogue des actes de Mathieu_II, duc de Lorraine (1220-1251)","1220","1251","188313_lemercierdemoriere","","","",""
"188314","1883","lefevrepontalis","Lefevre-Pontalis","Germain","1","Jean_de_Villiers, sire de l’Isle-Adam, maréchal de France (1384 à 1392-1437)","1384","1437","188314_lefevrepontalis","","","",""
"188315","1883","lex","Lex","Léonce","1","Le comte Eudes_II_de_Blois, Ier de Champagne (1004-1037) - (1019-1037) et Thibaud son frère (995-1004)","995","1037","188315_lex","","","",""
"188316","1883","martineau","Martineau","Alfred","1","L’amiral_Chabot, seigneur de Brion (1492 ?-1542)","1492","1542","188316_martineau","","","",""
"188317","1883","sainteagathe","Sainte-Agathe, De","Joseph","1","Les origines du fief en Franche-Comté et son organisation au <abbr>xiii<sup>e</sup></abbr> siècle","1200","1299","188317_sainteagathe","","","",""
"188318","1883","salone","Salone","Emile","1","Essai sur la domination française à Gênes sous le règne de Charles_VI (1396-1411)","1396","1411","188318_salone","","","",""
"188201","1882","berthele","Berthele","Joseph","1","La vie intérieure d’un hospice du <abbr>xiv<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle Étude sur l’organisation de la maison de Saint-Esprit-en-Grève à Paris, d’après un manuscrit inédit de la Bibliothèque nationale et divers documents conservés aux archives de l’Assistance publique","1300","1599","188201_berthele","","","",""
"188202","1882","bourmont","Bourmont, De","Amédée","1","L’Université de Caen, de 1432 à 1521, depuis la fondation par Henri_VI, roi d’Angleterre, jusqu’à la réforme par François_I<sup>er</sup>","1432","1521","188202_bourmont","","","",""
"188203","1882","guilhiermoz","Guilhiermoz","Paul","1","Étude sur les actes de notaires à Marseille à la fin du <abbr>xiv<sup>e</sup></abbr> siècle et au commencement du <abbr>xv<sup>e</sup></abbr> (1378-1407), d’après une collection de registres conservés à la Bibliothèque nationale","1378","1407","188203_guilhiermoz","","","",""
"188204","1882","lecestre","Lecestre","Léon","1","Essai biographique sur Jean, bâtard d’Orléans, comte de Dunois (1400-1468)","1400","1468","188204_lecestre","","","",""
"188205","1882","moris","Moris","Henri","1","Essai sur la politique de Grégoire_le_Grand en Gaule, d’après ses lettres","540","604","188205_moris","","","",""
"188206","1882","mortet","Mortet","Charles","1","Étude sur le <i>Livre_des_constitucions_demenées_el_chastelet_de_Paris</i>, et nouvelle édition de ce texte, avec notes","1000","1499","188206_mortet","","","",""
"188207","1882","salone","Salone","Emile","1","Essai sur la domination française à Gênes sous le règne de Charles_VI (1396-1411)","1396","1411","188207_salone","","","",""
"188101","1881","benet","Benet","Armand","1","Étude sur la diplomatique des ducs de Normandie, 912-1189","912","1189","188101_benet","","","",""
"188102","1881","coppinger","Coppinger","Emmanuel","1","Le Coutumier de la vicomté de Dieppe","1396","1396","188102_coppinger","","","",""
"188103","1881","digard","Digard","Georges","1","Essai sur la puissance paternelle au Moyen_Âge, principalement aux <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles et dans les pays de droit_coutumier","1200","1399","188103_digard","","","",""
"188104","1881","dufresne","Dufresne [De Saint-Leon]","Arthur-Henry","1","Essai sur l’histoire de la reliure","500","1881","188104_dufresne","","","",""
"188105","1881","fournier","Fournier","Pierre-Joseph-Marcel","1","De l’affranchissement et de la condition des affranchis dans la Gaule franque","400","799","188105_fournier","","","",""
"188106","1881","gerbaux","Gerbaux","Fernand","1","Les décimes ecclésiastiques au <abbr>xiii<sup>e</sup></abbr> siècle","1200","1299","188106_gerbaux","","","",""
"188107","1881","grandjean","Grandjean","Charles","1","Essai sur l’organisation municipale de Toulouse au Moyen_Âge (XII<sup>e</sup>, <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles)","1100","1399","188107_grandjean","","","",""
"188108","1881","grasoreille","Grasoreille","Georges","1","Essai sur l’histoire politique du chapitre de Notre-Dame de Paris pendant la domination anglaise (1420-1436)","1420","1436","188108_grasoreille","","","",""
"188109","1881","guilhiermoz","Guilhiermoz","Paul","1","Les maisons assises à Saint-Germain-des-Prés et à Paris en la censive et haute justice de l’abbaye de Saint-Germain-des-Prés aux <abbr>xiv<sup>e</sup></abbr> et <abbr>xv<sup>e</sup></abbr> siècles","1300","1499","188109_guilhiermoz","","","",""
"188110","1881","helleu","Helleu","Joseph","1","Philippe_de_Navarre, comte de Longueville (1334-1363)","1334","1363","188110_helleu","","","",""
"188111","1881","omont","Omont","Henri","1","De la ponctuation","0","1880","188111_omont","","","",""
"188112","1881","rebouis","Rebouis","Hippolyte-Emile","1","Essai sur l’origine et le développement du crédit, du change et de l’assurance avant le <abbr>xv<sup>e</sup></abbr> siècle","1400","1499","188112_rebouis","","","",""
"188113","1881","welvert","Welvert","Eugène","1","Étude sur les relations du roi de Bohême Jean_de_Luxembourg avec la France","1310","1346","188113_welvert","","","",""
"188001","1880","chevreux","Chevreux","Paul","1","Recherches sur les Grands Jours de Troyes sous Charles_V et Charles_VI","1364","1422","188001_chevreux","","","",""
"188002","1880","couardluys","Coüard-Luys","Emile","1","Introduction au cartulaire de Saint-Spire de Corbeil, suivie du cartulaire","1000","1399","188002_couardluys","","","",""
"188003","1880","courayeduparc","Couraye Du Parc","Joseph","1","La mort d’Aimeri_de_Narbonne ou la bataille des sagittaires, chanson de geste du <abbr>xiii<sup>e</sup></abbr> siècle, texte critique","1200","1299","188003_courayeduparc","","","",""
"188004","1880","estienne","Estienne","Charles","1","Étude sur le gouvernement et l’administration de la ville d’Orléans (XII<sup>e</sup>-XVIII<sup>e</sup> siècle)","1100","1799","188004_estienne","","","",""
"188005","1880","giraudin","Giraudin","Auguste","1","Essai sur la preuve testimoniale dans les lois germaniques de la première race","0","500","188005_giraudin","","","",""
"188006","1880","hanotaux","Hanotaux","Gabriel","1","Les intendants des provinces, origine et premiers progrès de leur institution (1550-1631)","1550","1631","188006_hanotaux","","","",""
"188007","1880","kaulek","Kaulek","Jean","1","Étude critique sur le Rosier des guerres","1461","1483","188007_kaulek","","","",""
"188008","1880","loriquet","Loriquet","Henri","1","La franche sergenterie des chapitres cathédraux et des collégiales, et en particulier la franche sergenterie du chapitre de Reims","1100","1499","188008_loriquet","","","",""
"188009","1880","mortet","Mortet","Victor","1","Étude sur la vie et l’administration de Maurice_de_Sully, évêque de Paris (1160-1196)","1160","1196","188009_mortet","","","",""
"188010","1880","philippon","Philippon","Georges","1","La Provence de 1245 à 1252 (premières années du règne de Charles_Ier)","1245","1252","188010_philippon","","","",""
"188011","1880","rouchon","Rouchon","Gilbert","1","Conon_de_Béthune, trouvère (XII<sup>e</sup>-XIII<sup>e</sup> siècle)","1150","1220","188011_rouchon","","","",""
"188012","1880","teulet","Teulet","Raymond","1","Le liber brevium de Martin_V","1361","1438","188012_teulet","","","",""
"187901","1879","bournon","Bournon","Fernand","1","Recherches sur l’hôtel royal de Saint-Pol à Paris","1361","1418","187901_bournon","","","",""
"187902","1879","faucon","Faucon","Maurice","1","Clément_VI et la guerre_de_Cent_ans. Étude sur les rapports de ce pape avec les rois de France et d’Angleterre pendant son pontificat","1342","1352","187902_faucon","","","",""
"187903","1879","flourac","Flourac","Léon","1","Jean 1er de Grailly, comte de Foix, (1382-1436)","1382","1436","187903_flourac","","","",""
"187904","1879","fournier","Fournier","Paul","1","Essai sur l’organisation, la compétence et la procédure des tribunaux ecclésiastiques ordinaires, de 1180 à 1328","1180","1328","187904_fournier","","","",""
"187905","1879","kohler","Kohler","Charles","1","Négociations diplomatiques entre les Suisses et les États qui ont pris part aux guerres_d_Italie, de 1506 à Juin 1512","1506","1512","187905_kohler","","","",""
"187906","1879","molinier","Molinier","Emile","1","Étude sur la vie d’Ernoul, sire d’Audrehem, maréchal de France (130 ?- 1370)","1300","1370","187906_molinier","","","",""
"187907","1879","philippon","Philippon","Georges","1","La Provence de 1245 à 1252, premières années de Charles_d_Anjou","1245","1252","187907_philippon","","","",""
"187908","1879","tardif","Tardif","Ernest-Joseph","1","Étude sur les très ancien coutumier de Normandie et texte critique de ce coutumier","1200","1245","187908_tardif","","","",""
"187909","1879","thomas","Thomas","Antoine","1","Les états provinciaux de la France centrale sous Charles_VII","1422","1461","187909_thomas","","","",""
"187910","1879","valois","Valois","Noël","1","Guillaume d’Auvergne, évêque de Paris (1228-1249)","1228","1249","187910_valois","","","",""
"187801","1878","babelon","Babelon","Ernest","1","Les bourgeois du roi au Moyen_Âge","1150","1499","187801_babelon","","","",""
"187802","1878","bouchot","Bouchot","Henry","1","Notice sur le bailliage et la prévôté de Vitry-le-François","1000","1789","187802_bouchot","","","",""
"187803","1878","delavilleleroux","Delaville Le Roux","Joseph-Marie-Antoine","1","Étude sur l’administration municipale à Tours sous le gouvernement des élus, 1356-1462","1356","1462","187803_delavilleleroux","","","",""
"187804","1878","durier","Durier","Charles","1","Essai sur les revenus d’Enguerrand_de_Marigny, suivi de son cartulaire","1260","1315","187804_durier","","","",""
"187805","1878","durrieu","Durrieu","Paul","1","Bernard_VII, comte d’Armagnac, connétable de France (136? -1418)","1360","1418","187805_durrieu","","","",""
"187806","1878","flammermont","Flammermont","Jules","1","Essai sur l’histoire de Senlis au Moyen_Âge","500","1499","187806_flammermont","","","",""
"187807","1878","furgeot","Furgeot","Henri","1","Les baillis de Macon sénéchaux de Lyon (1239-1790)","1239","1790","187807_furgeot","","","",""
"187808","1878","herbomez","Herbomez, d’","Armand","1","Le Parlement de Paris, 1418-1436","1418","1436","187808_herbomez","","","",""
"187809","1878","leroux","Leroux","Alfred","1","Contribution à l’histoire des relations de la France avec l’Allemagne sous Charles_VII","1422","1461","187809_leroux","","","",""
"187810","1878","pajot","Pajot","Léon","1","La marine militaire du Ponant entre 1364 et 1374","1364","1374","187810_pajot","","","",""
"187811","1878","philipon","Philipon","Edouard-Paul-Lucien","1","Étude sur le dialecte du Lyonnais et des provinces voisines aux <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles","1200","1399","187811_philipon","","","",""
"187812","1878","raguenet","Raguenet","Octave","1","Étude sur l’administration et les revenus du trésor royal sous Philippe_le_Bel, d’après le Journal_du_Louvre","1285","1314","187812_raguenet","","","",""
"187813","1878","raunie","Raunie","Emile","1","Les institutions municipales de Narbonne au Moyen_Âge (1229-1508)","1229","1508","187813_raunie","","","",""
"187701","1877","andre","Andre","Francisque","1","Étude diplomatique des actes pontificaux au <abbr>xv<sup>e</sup></abbr> siècle","1400","1499","187701_andre","","","",""
"187702","1877","bonnaultdhouet","Bonnault D’houet, De","Marie-Louis-Xavier","1","Les sires de Picquigny, vidames d’Amiens, du <abbr>xi<sup>e</sup></abbr> au <abbr>xiv<sup>e</sup></abbr> siècle","800","1399","187702_bonnaultdhouet","","","",""
"187703","1877","chilhauddumaine","Chilhaud-Dumaine","Alfred","1","Savari_de_Mauléon","1181","1233","187703_chilhauddumaine","","","",""
"187704","1877","delaborde","Delaborde","François","1","Les sires de Joinville de la maison de Joinville","1020","1386","187704_delaborde","","","",""
"187705","1877","delahaye","Delahaye","Jules","1","Essai sur l’histoire de la réforme ecclésiastique au <abbr>xi<sup>e</sup></abbr> siècle","1000","1099","187705_delahaye","","","",""
"187706","1877","dufourmantelle","Dufourmantelle","Charles","1","La marine militaire en France au commencement de la guerre_de_Cent_ans","1337","1399","187706_dufourmantelle","","","",""
"187707","1877","larochebrochard","La Rochebrochard, De","Henri","1","Les commanderies du Temple en Poitou","1129","1312","187707_larochebrochard","","","",""
"187708","1877","martel","Martel","Félix","1","Étude sur l’enregistrement des actes de droit_privé dans les gesta municipalia","0","800","187708_martel","","","",""
"187709","1877","neuville","Neuville","Didier","1","Le Parlement de Poitiers de 1418 à 1436","1418","1436","187709_neuville","","","",""
"187710","1877","prudhomme","Prud’homme","Auguste","1","Le conseil delphinal","1337","1453","187710_prudhomme","","","",""
"187601","1876","bemont","Bemont","Charles","1","Simon_de_Montfort, comte de Leicester (1210 ? -1265)","1210","1265","187601_bemont","","","",""
"187602","1876","berger","Berger","Elie","1","Étude sur Richard_de_Cluni","1150","1199","187602_berger","","","",""
"187603","1876","demaison","Demaison","Louis","1","Aymeri_de_Narbonne, chanson de geste inédite du <abbr>xiii<sup>e</sup></abbr> siècle, texte critique et commentaire","1200","1299","187603_demaison","","","",""
"187604","1876","flamare","Flamare, De","Henri","1","Histoire de l’administration du trésor de Notre-Dame de Paris pendant le Moyen_Âge","1163","1499","187604_flamare","","","",""
"187605","1876","havet","Havet","Julien","1","La justice royale dans les îles normandes (Jersey, Guernesey, Auregny, Serk), depuis le <abbr>xiii<sup>e</sup></abbr> siècle jusqu’à nos jours","1200","1876","187605_havet","","","",""
"187606","1876","manneville","Manneville, De","Aymar","1","De l’état des terres et des personnes dans la paroisse d’Amblainville (Vexin français) du <abbr>xii<sup>e</sup></abbr> au <abbr>xv<sup>e</sup></abbr> siècle","1100","1499","187606_manneville","","","",""
"187607","1876","martin","Martin","Henry","1","Étude sur la vénerie et la fauconnerie royales en France au Moyen_Âge","1000","1499","187607_martin","","","",""
"187608","1876","raymond","Raymond, De","Charles","1","L’ordre du Temple et la série de ses commandeurs en Roussillon","1129","1312","187608_raymond","","","",""
"187609","1876","vaesen","Vaesen","Joseph","1","La juridiction commerciale à Lyon, étude sur « Conservation des privilèges des foires de Lyon » (1463-1795)","1463","1795","187609_vaesen","","","",""
"187501","1875","bourbon","Bourbon","Georges","1","De la licence d’enseigner et du rôle de l’écolâtre au Moyen_Âge","700","1757","187501_bourbon","","","",""
"187502","1875","cledat","Cledat","Léon","1","Bertrand_de_Born. Classement  de ses poésies et des manuscrits qui les contiennent","1140","1215","187502_cledat","","","",""
"187503","1875","lelong","Lelong","Eugène","1","Droit_maritime privé de la Méditerranée du <abbr>xi<sup>e</sup></abbr> au <abbr>xiv<sup>e</sup></abbr> siècle","1000","1399","187503_lelong","","","",""
"187504","1875","normand","Normand","Jacques","1","Aiol et Mirabel, chanson de geste inédite du <abbr>xiii<sup>e</sup></abbr> siècle; notice et texte","1200","1299","187504_normand","","","",""
"187505","1875","pontal","Pontal","Edouard","1","Le Vivarais. Essai sur l’histoire politique de ce pays jusqu’à sa réunion à la couronne de France","924","1308","187505_pontal","","","",""
"187506","1875","raynaud","Raynaud","Gaston-Charles","1","Étude sur le dialecte picard dans le Ponthieu, d’après les chartes des <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles","1200","1399","187506_raynaud","","","",""
"187507","1875","richou","Richou","Gabriel","1","Essai sur la vie claustrale et l’administration intérieure dans l’ordre et l’abbaye de Prémontré au <abbr>xii<sup>e</sup></abbr> et au <abbr>xiii<sup>e</sup></abbr> siècle","1100","1299","187507_richou","","","",""
"187508","1875","terrat","Terrat","Barthélémy","1","But, formes et effets de la tradition dans notre ancien droit français. Transformations qu’elle a subies","500","1499","187508_terrat","","","",""
"187509","1875","vayssiere","Vayssiere","Louis-Augustin","1","Le comte de Bourgogne Othon_IV, sa vie, ses actes, son administration et ses rapports avec Philippe_le_Bel","1198","1218","187509_vayssiere","","","",""
"187401","1874","cohn","Cohn","Isaac-Adolphe","1","Vues sur l’histoire de l’organisation judiciaire en France du <abbr>ix<sup>e</sup></abbr> au <abbr>xiii<sup>e</sup></abbr> siècle, considérée au point de vue des juridictions extraordinaires","800","1299","187401_cohn","","","",""
"187402","1874","guilmoto","Guilmoto","Gustave","1","Droits de navigation sur la Seine, du <abbr>xi<sup>e</sup></abbr> au <abbr>xiv<sup>e</sup></abbr> siècle, depuis la Roche-Guyon jusqu’à Paris","1000","1399","187402_guilmoto","","","",""
"187403","1874","morelfatio","Morel-Fatio","Alfred","1","Recherches sur le texte et les sources du Libro_de_Alexandre","1200","1299","187403_morelfatio","","","",""
"187301","1873","barbaud","Barbaud","Gabriel","1","Essai sur la diplomatique de Charles_VII, d’après le formulaire des actes de ce roi, conservé à la Bibliothèque nationale, et d’après les documents originaux","1422","1461","187301_barbaud","","","",""
"187302","1873","bonnassieux","Bonnassieux","Pierre","1","Étude sur la réunion de Lyon à la couronne","1300","1399","187302_bonnassieux","","","",""
"187303","1873","chanteau","Chanteau, De","Francis","1","Essai sur l’industrie et le commerce à Metz du <abbr>xiv<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle","1300","1599","187303_chanteau","","","",""
"187304","1873","duchene","Du Chene","Arthur","1","Histoire de la principauté de Talmond de 970 à 1145","970","1145","187304_duchene","","","",""
"187305","1873","dufour","Dufour","Théophile","1","Étude sur la diplomatique royale de Bourgogne-Jurane (888-1032), suivie d’un régeste des actes rodolphiens","888","1032","187305_dufour","","","",""
"187306","1873","hervieu","Hervieu","Henri","1","États généraux et autres assemblées représentatives de 1302 à 1350","1302","1350","187306_hervieu","","","",""
"187307","1873","lasteyrie","Lasteyrie","Robert","1","De l’origine des vicomtes de Limoges","800","950","187307_lasteyrie","","","",""
"187308","1873","molinier","Molinier","Auguste","1","Catalogue des actes de Simon et Amaury_de_Montfort","1053","1089","187308_molinier","","","",""
"187309","1873","parfouru","Parfouru","Paul","1","Étude historique sur la maison-Dieu de Saint-Lô","1204","1299","187309_parfouru","","","",""
"187310","1873","parfouru2","Parfouru","Paul","1","Examen critique et analytique de la chronique de Normandie","1300","1499","187310_parfouru2","","","",""
"187311","1873","pasquier","Pasquier","Félix","1","Grands jours tenus à Poitiers de 1454 à 1634","1454","1634","187311_pasquier","","","",""
"187312","1873","richard","Richard","Jules-Marie","1","Étude sur l’administration de Louis_VII","1137","1180","187312_richard","","","",""
"187313","1873","rivain","Rivain","Camille","1","Notice sur le consulat et l’administration consulaire d’Aurillac du <abbr>xiii<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle","1200","1499","187313_rivain","","","",""
"187314","1873","robert","Robert","Ulysse","1","Essai historique sur les écoles de la Franche-Comté pendant le Moyen_Âge","1000","1499","187314_robert","","","",""
"187315","1873","tempier","Tempier","Benoît-Dauphin","1","La salle de la Diana à Montbrison, examen critique des opinions émises sur ce monument héraldique","1290","1310","187315_tempier","","","",""
"187201","1872","budinszky","Budinszky","Alexandre","1","Les étrangers à l’Université de Paris au Moyen_Âge","1150","1499","187201_budinszky","","","",""
"187202","1872","favre","Favre","Camille","1","Jean_de_Bueil et le jouvencel","1460","1483","187202_favre","","","",""
"187203","1872","laudy","Laudy","André","1","Dissertation sur le commerce parisien sous les deux premières races","496","1000","187203_laudy","","","",""
"187204","1872","mallet","Mallet","Alfred","1","Étude sur la province clunisienne d’Auvergne jusqu’à la guerre_de_Cent_ans","500","1453","187204_mallet","","","",""
"187205","1872","mallet2","Mallet","Alfred","1","Étude historique sur les avoués et les vidames","1000","1499","187205_mallet2","","","",""
"187206","1872","mandrot","Mandrot","Bernard","1","Étude sur les relations de Louis_XI avec les Suisses","1461","1483","187206_mandrot","","","",""
"187207","1872","musset","Musset","Georges","1","Essai sur l’architecture religieuse en Saintonge pendant le cours des <abbr>xi<sup>e</sup></abbr> et <abbr>xii<sup>e</sup></abbr> siècles","1000","1199","187207_musset","","","",""
"187208","1872","reynaud","Reynaud","Félix","1","Les péages sur la navigation du Rhône","500","1499","187208_reynaud","","","",""
"187209","1872","reynaud2","Reynaud","Félix","1","La commanderie de l’Hospital de Saint-Jean-de-Jérusalem à Manosque","500","1872","187209_reynaud2","","","",""
"187210","1872","roy","Roy","Jules","1","Essai sur le gouvernement pontifical de Nicolas_Ier","858","867","187210_roy","","","",""
"187211","1872","teilhard","Teilhard","Emmanuel .","1","Étude sur les démembrements du comté d’Auvergne depuis la fin du <abbr>xii<sup>e</sup></abbr> siècle jusqu’en 1230","1150","1230","187211_teilhard","","","",""
"187001","1870","gauthier","Gauthier","Jules","1","Les origines du Parlement de Franche-Comté, étude sur l’organisation des tribunaux du souverain dans cette province du <abbr>xii<sup>e</sup></abbr> siècle au commencement du <abbr>xv<sup>e</sup></abbr>","1100","1450","187001_gauthier","","","",""
"187002","1870","giry","Giry","Arthur","1","Prolégomènes du cartulaire de l’église Notre-Dame de Saint-Omer","600","1499","187002_giry","","","",""
"187003","1870","jouon","Jouön [Des Longrais]","Frédéric","1","Essai sur les premiers traités de poétique française","1000","1499","187003_jouon","","","",""
"187004","1870","maulde","Maulde, De","Alphonse-René","1","De la condition forestière de l’Orléanais au Moyen_Âge et à la Renaissance","500","1599","187004_maulde","","","",""
"187005","1870","prost","Prost","Bernard","1","Introduction au cartulaire de l’abbaye de Baume-les-Moines","800","1789","187005_prost","","","",""
"187006","1870","sculford","Sculford","Henry","1","Étude historique et philologique sur les noms de famille en France","-50","1850","187006_sculford","","","",""
"187007","1870","vaudoirlaine","Vaudoir-Lainé","Omer","1","Virgile, ses transformations et sa légende au Moyen_Âge","-70","1499","187007_vaudoirlaine","","","",""
"186901","1869","aubryvitet","Aubry-Vitet","Eugène","1","Guiraut_Riquier_de_Narbonne et les derniers temps de la poésie provençale","1254","1292","186901_aubryvitet","","","",""
"186902","1869","calmettes","Calmettes","Fernand","1","Essai sur le <i>grafio</i>, depuis son origine jusqu’à la fin des temps mérovingiens","500","799","186902_calmettes","","","",""
"186903","1869","cerise","Cerise","Guillaume","1","Des charges du clergé au Moyen_Âge","500","1499","186903_cerise","","","",""
"186904","1869","charavay","Charavay","Étienne","1","Essai sur l’administration de Louis_XI en Dauphiné avant son avènement au trône","1440","1461","186904_charavay","","","",""
"186905","1869","dolbet","Dolbet","François","1","Recherches sur l’introduction du christianisme dans les campagnes et l’origine des paroisses rurales en Normandie","0","1000","186905_dolbet","","","",""
"186906","1869","doncoeur","Doncœur","Armand","1","De l’apostolicité de l’Église de Reims et de ses principales dignités","500","1850","186906_doncoeur","","","",""
"186907","1869","dupontavice","Du Pontavice","Guy","1","La réaction féodale sous Louis_X","1314","1316","186907_dupontavice","","","",""
"186908","1869","guerin","Guérin","Paul","1","Recherches sur l’office de connétable","500","1789","186908_guerin","","","",""
"186909","1869","herbet","Herbet","Félix","1","Le <i>Roman_de_Mélusine</i>, essai de bibliographie et de critique","1392","1394","186909_herbet","","","",""
"186910","1869","herondevillefosse","Héron De Villefosse","Antoine","1","Essai sur l’agriculture en Brie au <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècle","1200","1399","186910_herondevillefosse","","","",""
"186911","1869","leproux","Le Proux","Fernand","1","Recherches historiques sur les comtes héréditaires de Vermandois <abbr>ix<sup>e</sup></abbr>-XIII<sup>e</sup> siècle, avec un catalogue de leurs actes","800","1299","186911_leproux","","","",""
"186912","1869","loth","Loth","Arthur","1","Le Songe_du_Vergier","1370","1380","186912_loth","","","",""
"186913","1869","meunier","Meunier [Du Houssoy]","Ernest","1","Le prêt à intérêt en France jusqu’au <abbr>xv<sup>e</sup></abbr> siècle","900","1499","186913_meunier","","","",""
"186914","1869","pannier","Pannier","Léopold","1","Pierre_Bersuire et sa traduction de Tite-Live considérée comme monument de la formation savante de la langue française au <abbr>xiv<sup>e</sup></abbr> siècle","1290","1362","186914_pannier","","","",""
"186915","1869","pelletan","Pelletan","Camille","1","De la forme et de la composition des chansons de geste","1000","1499","186915_pelletan","","","",""
"186916","1869","pontmartin","Pontmartin, De","Henri","1","De la législation du vol pendant la période féodale","400","1499","186916_pontmartin","","","",""
"186917","1869","rimasson","Rimasson","Jules","1","Essai historique sur la législation du douaire dans le droit_germanique, le droit_féodal, le droit_coutumier","400","1499","186917_rimasson","","","",""
"186801","1868","beaucorps","Beaucorps, De","Maxime","1","Étude sur les maisons-Dieu au Moyen_Âge, et particulièrement aux <abbr>xii<sup>e</sup></abbr> et <abbr>xiii<sup>e</sup></abbr> siècles","1100","1299","186801_beaucorps","","","",""
"186802","1868","bonnardot","Bonnardot","François","1","La langue française à Metz d’après les documents originaux du <abbr>xiii<sup>e</sup></abbr> siècle, monographie du dialecte lorrain","1200","1299","186802_bonnardot","","","",""
"186803","1868","cauwes","Cauwès","Paul-Louis","1","Influence du droit_romain sur la jurisprudence civile du <abbr>xiii<sup>e</sup></abbr> siècle, étudiée principalement dans les <i>Olim</i>","1200","1299","186803_cauwes","","","",""
"186804","1868","chauffier","Chauffier","Louis-Marie","1","Essai sur l’histoire du commerce extérieur de la  Bretagne au Moyen_Âge","500","1499","186804_chauffier","","","",""
"186805","1868","dubois","Dubois","Gaston","1","Recherches sur le lieu d’origine, la famille et la vie de Guillaume_des_Roches, sénéchal d’Anjou, du Maine et de Touraine, jusqu’à la conquête de ces trois provinces par Philippe-Auguste (1040-1204)","1040","1204","186805_dubois","","","",""
"186806","1868","duchemin","Duchemin","Victor-Tranquille","1","Étude sur Gautier_de_Coutances (1157-1207)","1157","1207","186806_duchemin","","","",""
"186807","1868","legrand","Le Grand","Étienne","1","Essai sur l’office d’armes au Moyen_Âge : rois, maréchaux, hérauts, poursuivants d’armes","500","1499","186807_legrand","","","",""
"186808","1868","rendu","Rendu","Armand","1","Seigneurie du roi de France sur la république de Gênes (1396-1409)","1396","1409","186808_rendu","","","",""
"186809","1868","tholin","Tholin","Georges","1","Études sur l’architecture religieuse de l’Agenais, du <abbr>x<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle","900","1599","186809_tholin","","","",""
"186810","1868","vetault","Vétault","Alphonse","1","L’abbaye Saint-Victor de Paris, depuis sa fondation jusqu’au temps de saint_Louis, 1108-1229 : histoire, état intérieur, enseignement de son école","1108","1229","186810_vetault","","","",""
"186701","1867","courajod","Courajod","Louis","1","Les villes neuves en France du <abbr>xi<sup>e</sup></abbr> au <abbr>xiv<sup>e</sup></abbr> siècle, étude sur leur origine, leur histoire, leur mode de formation, leur organisation  municipale et leurs privilèges","1000","1399","186701_courajod","","","",""
"186702","1867","fagniez","Fagniez","Gustave","1","De l’organisation du travail industriel à Paris aux <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles","1200","1399","186702_fagniez","","","",""
"186703","1867","lespinasse","Lespinasse, De","René","1","Essai sur deux comtes de Nevers : Hervé_de_Donzy, Guy_de_Forez, Mahaut_de_Courtenay, comtes et comtesse de Nevers de 1199 à 1257","1199","1257","186703_lespinasse","","","",""
"186704","1867","maupas","Maupas","Émile","1","Essai sur la législation des guerres féodales d’après les textes coutumiers et les actes du <abbr>xiii<sup>e</sup></abbr> et du <abbr>xiv<sup>e</sup></abbr> siècle","1200","1399","186704_maupas","","","",""
"186705","1867","molard","Molard","Francis","1","Essai sur l’organisation et la procédure des officialités dans les trois diocèses de Lausanne, Vienne et Grenoble","1200","1399","186705_molard","","","",""
"186706","1867","soury","Soury","Jules","1","Des études hébraïques et exégétiques au Moyen_Âge chez les chrétiens d’Occident","1000","1499","186706_soury","","","",""
"186601","1866","barbierdelaserre","Barbier De La Serre","Roger-Charles","1","La taille royale au <abbr>xv<sup>e</sup></abbr> siècle","1400","1499","186601_barbierdelaserre","","","",""
"186602","1866","bertrand","Bertrand","Laurent-Arthur","1","Essai sur la diplomatique de saint_Léon_IX (1049-1054)","1049","1054","186602_bertrand","","","",""
"186603","1866","bruel","Bruel","Alexandre","1","Essai sur le texte ancien et la chronologie du cartulaire de Brioude (<i>Liber_de_honoribus_sancto_Juliano_collatis</i>)","500","1499","186603_bruel","","","",""
